#==============================================================================================
# 分數與小數間的四則運算  
#==============================================================================================
# pkind 1：可涵蓋括號的多個分數與小數四則運算 
#==============================================================================================
#
#         6           2
#  0.3 ÷ --- x 0.5 + --- = ?
#         9           5
#
#           4
#  0.3 ÷ ( --- - 0.4 ) = ? 
#           6
#
#   4                     3     2
#  --- + 6.7 - 0.7 x ( 1 --- ÷ --- ) = ?
#   8                     9     3
#
#==============================================================================================
# parenkind：括號類型
#  0 : 無括號  1 : 小括號  2 : 中括號  3 : [0,1]  4 : [1,2]  5 : [0,2]
#
#  正常情況下，刮號僅在 moptr >= 6 才會產生
#  如果須要在 moptr < 6 時使用刮號 (預設為不可以)
#  則須在 setup_data 函式內將 add_parenthesis 設為 true
#  ftex1 , ftex3 ：分數在問題與答案的顯示型式， ftex1 等於 1 或 5
#  fps：小數點後的位數
# [minn,maxn]：計算式的數字個數範圍
# [mina,maxa]：分子數字範圍
# [minb,maxb]：分母數字範圍
#  maxc：計算結果分數約分後的分母最大值
#==============================================================================================
# kind pkind moptr parenkind ftex1 ftex3  fps  minn maxn  mina  maxa minb  maxb  maxc 
#==============================================================================================

1        1     6       0        1    -3    1     3    3     2     9     2    9    12
2        1     6       0        1    -3    1     4    4     2     9     2    9    12
3        1     6       0        1    -3    1     5    5     2     9     2    9    12

11       1     6       1        1    -3    1     3    3     2     9     2    9    12
12       1     6       1        1    -3    1     4    4     2     9     2    9    12
13       1     6       1        1    -3    1     5    5     2     9     2    9    12

23       1     6       2        1    -3    1     5    5     2     9     2    9    12


31       1     6       0        5    -3    1     3    3     2    50     2    9    12
32       1     6       0        5    -3    1     4    4     2    50     2    9    12
33       1     6       0        5    -3    1     5    5     2    50     2    9    12

41       1     6       1        5    -3    1     3    3     2    50     2    9    12
42       1     6       1        5    -3    1     4    4     2    50     2    9    12
43       1     6       1        5    -3    1     5    5     2    50     2    9    12

53       1     6       2        5    -3    1     5    5     2    50     2    9    12


61       1     6       0        2    -3    1     3    3     2    50     2    9    12
62       1     6       0        2    -3    1     4    4     2    50     2    9    12
63       1     6       0        2    -3    1     5    5     2    50     2    9    12

71       1     6       1        2    -3    1     3    3     2    50     2    9    12
72       1     6       1        2    -3    1     4    4     2    50     2    9    12
73       1     6       1        2    -3    1     5    5     2    50     2    9    12

83       1     6       2        2    -3    1     5    5     2    50     2    9    12



101      1     6       0        1    -3    2     3    3     2    99    11   30     9
102      1     6       0        1    -3    2     4    4     2    99    11   30     9
103      1     6       0        1    -3    2     5    5     2    99    11   30     9

111      1     6       1        1    -3    2     3    3     2    99    11   30     9
112      1     6       1        1    -3    2     4    4     2    99    11   30     9
113      1     6       1        1    -3    2     5    5     2    99    11   30     9

123      1     6       2        1    -3    2     4    4     2    99    11   30     9


131      1     6       0        5    -3    2     3    3     2    99    11   30     9
132      1     6       0        5    -3    2     4    4     2    99    11   30     9
133      1     6       0        5    -3    2     5    5     2    99    11   30     9

141      1     6       1        5    -3    2     3    3     2    99    11   30     9
142      1     6       1        5    -3    2     4    4     2    99    11   30     9
143      1     6       1        5    -3    2     5    5     2    99    11   30     9

153      1     6       2        5    -3    2     4    4     2    99    11   30     9


161      1     6       0        2    -3    2     3    3     2    99    11   30     9
162      1     6       0        2    -3    2     4    4     2    99    11   30     9
163      1     6       0        2    -3    2     5    5     2    99    11   30     9

171      1     6       1        2    -3    2     3    3     2    99    11   30     9
172      1     6       1        2    -3    2     4    4     2    99    11   30     9
173      1     6       1        2    -3    2     5    5     2    99    11   30     9

183      1     6       2        2    -3    2     4    4     2    99    11   30     9
			                 

#==============================================================================================
# pkind 2：同上，可涵蓋括號的多個分數四則運算，但未知數在左側 
#==============================================================================================
# 
#   8                6
#  --- ÷ □ - 2.5 = ---
#   6                3
#
#     9                        3
#  ( --- - □ ) x 1.6 ÷ 0.8 = ---
#     4                        8
#
#==============================================================================================
# parenkind：括號類型
#  0 : 無括號  1 : 小括號  2 : 中括號  3 : [0,1]  4 : [1,2]  5 : [0,2]
#
#  正常情況下，刮號僅在 moptr >= 6 才會產生
#  如果須要在 moptr < 6 時使用刮號 (預設為不可以)
#  則須在 setup_data 函式內將 add_parenthesis 設為 true
#  ftex1 , ftex3 ：分數在問題與答案的顯示型式， ftex1 等於 1 或 5
# [minn,maxn]：計算式的數字個數範圍
# [mina,maxa]：分子數字範圍
# [minb,maxb]：分母數字範圍
#  maxc：計算結果分數約分後的分母最大值
#==============================================================================================
# kind pkind moptr parenkind ftex1 ftex3  fps  minn maxn  mina  maxa minb  maxb  maxc 
#==============================================================================================

# 左側兩個數字
201      2     2       0        1    -3    1     2    2     2     9     2    9    12
202      2     2       0        2    -3    1     2    2     2    81     2    9    12
211      2     2       0        1    -3    2     2    2     2    99    10   99    25
212      2     2       0        2    -3    2     2    2    11   299    10   99    25

221      2     3       0        1    -3    1     2    2     2     9     2    9    12
222      2     3       0        2    -3    1     2    2     2    81     2    9    12
231      2     3       0        1    -3    2     2    2     2    99    10   99    25
232      2     3       0        2    -3    2     2    2    11   299    10   99    25

# 左側三個數字
301      2     6       0        1    -3    1     3    3     2     9     2    9    12
302      2     6       1        1    -3    1     3    3     2     9     2    9    12
311      2     6       0        5    -3    1     3    3     2    50     2    9    12
312      2     6       1        5    -3    1     3    3     2    50     2    9    12

321      2     6       0        1    -3    2     3    3     2    99    10   30     9
322      2     6       1        1    -3    2     3    3     2    99    10   30     9
331      2     6       0        5    -3    2     3    3     2    99    10   30     9
332      2     6       1        5    -3    2     3    3     2    99    10   30     9



#==============================================================================================
# pkind 3：同上，可涵蓋括號的多個分數四則運算，但未知數在左側某個分數的分子或分母值
#==============================================================================================
# 
#   9     □           6
#  --- ÷ ---- - 2.5 = ---
#   6      3           3
#
#     9     □                   3
#  ( --- - ---- ) x 1.6 ÷ 0.8 = ---
#     4     16                   8
#
#==============================================================================================
# parenkind：括號類型
#  0 : 無括號  1 : 小括號  2 : 中括號  3 : [0,1]  4 : [1,2]  5 : [0,2]
#
#  正常情況下，刮號僅在 moptr >= 6 才會產生
#  如果須要在 moptr < 6 時使用刮號 (預設為不可以)
#  則須在 setup_data 函式內將 add_parenthesis 設為 true
#  ftex1 , ftex3 ：分數在問題與答案的顯示型式， ftex1 等於 1 或 5
# [minn,maxn]：計算式的數字個數範圍
# [mina,maxa]：分子數字範圍
# [minb,maxb]：分母數字範圍
#  maxc：計算結果分數約分後的分母最大值
#==============================================================================================
# kind pkind moptr parenkind ftex1 ftex3  fps  minn maxn  mina  maxa minb  maxb  maxc 
#==============================================================================================

# 左側兩個數字
401      3     2       0        1    -3    1     2    2     2     9     2    9    12
402      3     2       0        2    -3    1     2    2     2    81     2    9    12
411      3     2       0        1    -3    2     2    2     2    99    10   99    25
412      3     2       0        2    -3    2     2    2    11   299    10   99    25

421      3     3       0        1    -3    1     2    2     2     9     2    9    12
422      3     3       0        2    -3    1     2    2     2    81     2    9    12
431      3     3       0        1    -3    2     2    2     2    99    10   99    25
432      3     3       0        2    -3    2     2    2    11   299    10   99    25

# 左側三個數字
501      3     6       0        1    -3    1     3    3     2     9     2    9    12
502      3     6       1        1    -3    1     3    3     2     9     2    9    12
511      3     6       0        5    -3    1     3    3     2    50     2    9    12
512      3     6       1        5    -3    1     3    3     2    50     2    9    12

521      3     6       0        1    -3    2     3    3     2    99    10   30     9
522      3     6       1        1    -3    2     3    3     2    99    10   30     9
531      3     6       0        5    -3    2     3    3     2    99    10   30     9
532      3     6       1        5    -3    2     3    3     2    99    10   30     9



#==============================================================================================
# pkind 4：一個分數與一個小數間的加減或乘除運算 
#==============================================================================================
#         8
#  3.6 + --- = ?
#         6
#
#     12
#  4 ---- x 1.2 = ?
#     15
#
#==============================================================================================
#  ftex1 , ftex3 ：分數在問題與答案的顯示型式， ftex1 等於 1 或 5
#  fps：小數點後的位數
# [mina,maxa]：分子數字範圍
# [minb,maxb]：分母數字範圍
#  maxc：計算結果分數約分後的分母最大值
#==============================================================================================
# kind pkind moptr  ftex1 ftex3  fps  mina  maxa minb  maxb  maxc 
#==============================================================================================

601      4     4      5    -3     1     2     81     2    9    15
602      4     4      5    -3     2     2     99    10   99    30
603      4     4      5    -3     3     2     99    10   99    50

611      4     5      5    -3     1     2     81     2    9    12
612      4     5      5    -3     2     2     99    10   99    25
613      4     5      5    -3     3     2     99    10   99    25



#==============================================================================================
# pkind 5：同 4，但等號右側另有一式子，問題為小數
#==============================================================================================
#         8     7 
#  3.6 + --- = --- + □ 
#         6     2
#
#     12                19
#  4 ---- x 1.2 = □ + ----
#     15                25
#
#==============================================================================================
#  ftex1 , ftex3 ：分數在問題與答案的顯示型式， ftex1 等於 1 或 5
#  fps：小數點後的位數 ( <= 2 )
# [mina,maxa]：分子數字範圍
# [minb,maxb]：分母數字範圍
#  maxc：計算結果分數約分後的分母最大值
#==============================================================================================
# kind pkind moptr  ftex1 ftex3  fps  mina  maxa minb  maxb  maxc 
#==============================================================================================

701      5     4      5    -3     1     2     81     2    9    15
702      5     4      5    -3     2     2     99    10   99    30
703      5     4      5    -3     3     3     99    10   99    30

711      5     5      5    -3     1     2     81     2    9    12
712      5     5      5    -3     2     2     99    10   99    30
713      5     5      5    -3     3     3     99    10   99    30

